批次,资产编号,标的,来源成员编号,交易场所,市场类型,精确合约,数据对象,主研究尺度,尺度证据状态,事后结果观察窗口,时间范围,来源身份批次,来源身份状态,来源成员指纹,时间质量批次,时间质量状态,质量内容指纹,质量审计批次,质量结论,断档状态,异常状态,重放批次,重放结论,成本批次,成本结论,门1来源身份,门2时间与质量合同,门3质量审计,门4历史重放,门5成本与执行,门6血缘,最终状态,原因,解除条件,成员指纹
loop-20260805T035900+0800-v4,DS-000151,BTC,ZI-0424adadee4f47a70743fdba,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,39c0b5afff77b1efc1a86dbef4b16770c80b7c47f68d14736c22a31866d76afa,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,a32e6365124a35e1e0a01b21ca5114730e1d92d34775009eff6f8e9af30c6f08,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,dde2622f12610adb2dbd0f8550f48f637891f85d7281b6d317d23ae61863bd21
loop-20260805T035900+0800-v4,DS-000151,BTC,ZI-0424adadee4f47a70743fdba,未知,未知,未知,未知,24小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,39c0b5afff77b1efc1a86dbef4b16770c80b7c47f68d14736c22a31866d76afa,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,a32e6365124a35e1e0a01b21ca5114730e1d92d34775009eff6f8e9af30c6f08,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,772b2a5de3cf64528afb4b526d29f4961e6da546eb3d50419182575a99206a1c
loop-20260805T035900+0800-v4,DS-000151,BTC,ZI-0424adadee4f47a70743fdba,未知,未知,未知,未知,48小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,39c0b5afff77b1efc1a86dbef4b16770c80b7c47f68d14736c22a31866d76afa,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,a32e6365124a35e1e0a01b21ca5114730e1d92d34775009eff6f8e9af30c6f08,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,c4ce6e0f4d48350475935390127d663e6d1a7da4a5cd873b5de1dcc4d78f65bf
loop-20260805T035900+0800-v4,DS-000152,BTC,ZI-0c07e377a75105645df6b291,未知,未知,未知,未知,4小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,173f8238316b0c226f93962950d81f8a0636567626c356b74f13adf05eb1f568,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,091d8e4e33dfc67b08b8c5e71172bf10a54d0983a785b9b1a56c3aac3090adda,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,f8896f78b95690d3cfffb722c5405bd0cea6149baf1e09137dc204607dfa4c67
loop-20260805T035900+0800-v4,DS-000152,BTC,ZI-0c07e377a75105645df6b291,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,173f8238316b0c226f93962950d81f8a0636567626c356b74f13adf05eb1f568,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,091d8e4e33dfc67b08b8c5e71172bf10a54d0983a785b9b1a56c3aac3090adda,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,4afbe652fe60bcab6fc03698b72e294086b99a37d0e09577a7088bebd2f283e0
loop-20260805T035900+0800-v4,DS-000152,BTC,ZI-0c07e377a75105645df6b291,未知,未知,未知,未知,24小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,173f8238316b0c226f93962950d81f8a0636567626c356b74f13adf05eb1f568,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,091d8e4e33dfc67b08b8c5e71172bf10a54d0983a785b9b1a56c3aac3090adda,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,90aa8a3975d5a72f72abeec0664d97569b37c9e15f79d648629f04d81055ff2d
loop-20260805T035900+0800-v4,DS-000152,BTC,ZI-0c07e377a75105645df6b291,未知,未知,未知,未知,48小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,173f8238316b0c226f93962950d81f8a0636567626c356b74f13adf05eb1f568,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,091d8e4e33dfc67b08b8c5e71172bf10a54d0983a785b9b1a56c3aac3090adda,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,628f3de4286ac704c98da66afebb29d2f1f67473baa2673175642f1106bf3d72
loop-20260805T035900+0800-v4,DS-000153,BTC,ZI-640d37576121e3a650ac0d2e,未知,未知,未知,未知,4小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,6906e878d5aeb97e5da079470fd2a3ca051ed10586084bf357be3e9d14b490d6,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,4d38f369023246ed73a3c2a287d581c37d6e453aafcc437c915cd9f74dd9ae22,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,195dd35a9b1c0096f2c04778e5dc227e7ce5df39cc9701f0d99657e4c610b1ea
loop-20260805T035900+0800-v4,DS-000153,BTC,ZI-640d37576121e3a650ac0d2e,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,6906e878d5aeb97e5da079470fd2a3ca051ed10586084bf357be3e9d14b490d6,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,4d38f369023246ed73a3c2a287d581c37d6e453aafcc437c915cd9f74dd9ae22,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,5b1e324ce4f8c38139024ba7c174ad4548724e07d3cb184af96824419fd82890
loop-20260805T035900+0800-v4,DS-000153,BTC,ZI-640d37576121e3a650ac0d2e,未知,未知,未知,未知,24小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,6906e878d5aeb97e5da079470fd2a3ca051ed10586084bf357be3e9d14b490d6,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,4d38f369023246ed73a3c2a287d581c37d6e453aafcc437c915cd9f74dd9ae22,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,b45c41c32e9837768a845b243cb0992354570bdc9d66ab58bf781b2e2e881d3f
loop-20260805T035900+0800-v4,DS-000153,BTC,ZI-640d37576121e3a650ac0d2e,未知,未知,未知,未知,48小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,6906e878d5aeb97e5da079470fd2a3ca051ed10586084bf357be3e9d14b490d6,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,4d38f369023246ed73a3c2a287d581c37d6e453aafcc437c915cd9f74dd9ae22,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,7fe45ea6d60f2c7d76887ead8edfb21da78dc5aca404596c74902bda3c8ab745
loop-20260805T035900+0800-v4,DS-000154,BTC,ZI-21ac823fa28df5c1e70a4664,未知,未知,未知,未知,4小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,2706cd198b5c57444505259f63a58a4f6ea5db4744578668bb23cd44601a1d85,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9d6167433c9b294fa0800f23d10f68eedbd082738dac371b260ce53977a6ba99,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,00a1de658b05fa6a094467d3587c89272705ed1ed2b10fb86812bf8988fa23ac
loop-20260805T035900+0800-v4,DS-000154,BTC,ZI-21ac823fa28df5c1e70a4664,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,2706cd198b5c57444505259f63a58a4f6ea5db4744578668bb23cd44601a1d85,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9d6167433c9b294fa0800f23d10f68eedbd082738dac371b260ce53977a6ba99,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,ded649d99e677231ea6a5ff5be4339cc598ac29aeeefa87c47a33db96841a250
loop-20260805T035900+0800-v4,DS-000154,BTC,ZI-21ac823fa28df5c1e70a4664,未知,未知,未知,未知,24小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,2706cd198b5c57444505259f63a58a4f6ea5db4744578668bb23cd44601a1d85,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9d6167433c9b294fa0800f23d10f68eedbd082738dac371b260ce53977a6ba99,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,4ee70d04effb94c601478d575de2bd1981e0c0d487960bd17476147217ca9f67
loop-20260805T035900+0800-v4,DS-000154,BTC,ZI-21ac823fa28df5c1e70a4664,未知,未知,未知,未知,48小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,2706cd198b5c57444505259f63a58a4f6ea5db4744578668bb23cd44601a1d85,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9d6167433c9b294fa0800f23d10f68eedbd082738dac371b260ce53977a6ba99,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,baa679bf72bd4630b656640469813a00c51f99b716ad362448fd86cb870250dc
loop-20260805T035900+0800-v4,DS-000155,BTC,ZI-cdad1cc147a20a41f7f2ee26,未知,未知,未知,未知,4小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,e589dc975dfc2308ab41a93d9be76d7f250eff1cf767cb828ca582b3a1cf1924,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,b5e144623176c93eb9da1d254eaaf07b5c095d47175058552b9b06fde9ec7e32,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,263df3a56ce1d3733b7b6d17183b6d4792a8254bce34734279fa9d5e573d3da8
loop-20260805T035900+0800-v4,DS-000155,BTC,ZI-cdad1cc147a20a41f7f2ee26,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,e589dc975dfc2308ab41a93d9be76d7f250eff1cf767cb828ca582b3a1cf1924,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,b5e144623176c93eb9da1d254eaaf07b5c095d47175058552b9b06fde9ec7e32,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,8aca7c2af62d346bee1dd7a7eed44b9512201550142b433e0f54b7c74cefec56
loop-20260805T035900+0800-v4,DS-000155,BTC,ZI-cdad1cc147a20a41f7f2ee26,未知,未知,未知,未知,24小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,e589dc975dfc2308ab41a93d9be76d7f250eff1cf767cb828ca582b3a1cf1924,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,b5e144623176c93eb9da1d254eaaf07b5c095d47175058552b9b06fde9ec7e32,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,0a7c45cd995346025f9f9c4c728de7b0183bc74f6f29d628322a0d83e1a9d40f
loop-20260805T035900+0800-v4,DS-000155,BTC,ZI-cdad1cc147a20a41f7f2ee26,未知,未知,未知,未知,48小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,e589dc975dfc2308ab41a93d9be76d7f250eff1cf767cb828ca582b3a1cf1924,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,b5e144623176c93eb9da1d254eaaf07b5c095d47175058552b9b06fde9ec7e32,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,635e1697ff4d6f0a61b049ad781823c9f705ab640a2ea43a90473e29a1bf5f63
loop-20260805T035900+0800-v4,DS-000156,BTC,ZI-6939ba155854862e518e6009,未知,未知,未知,未知,4小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,b61eda18f256c7b11bbc5fbeaf45b0c79ebdf10c340d4ac25c61f2f967305082,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9cd86377433cdd266cb4a74d28d7832c5e6cf29ed0fe4965b948b038ab252232,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,7175ec9a8e9950a87dd5aba78595da710cd58fe122b9f744827526612b462370
loop-20260805T035900+0800-v4,DS-000156,BTC,ZI-6939ba155854862e518e6009,未知,未知,未知,未知,8小时,重放=无法判定;成本=无法判定,"[""15分钟"",""1小时""]",无法判定,source-identity-20260803T131620+0800-e7bc65038f21,无法判定,b61eda18f256c7b11bbc5fbeaf45b0c79ebdf10c340d4ac25c61f2f967305082,time-quality-20260804T101703+0800-3d3afc62d002,无法判定,9cd86377433cdd266cb4a74d28d7832c5e6cf29ed0fe4965b948b038ab252232,audit-20260805T005824+0800,无法判定,无法判定,已执行,replay-20260805T013610+0800-4492706a9320,无法判定,cost-20260805T020500+0800-c2d7a91e5f40,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,通过,无法判定,来源身份=无法判定;时间与质量合同=无法判定;质量审计=无法判定;历史重放=无法判定;成本与执行=无法判定,提供并冻结来源、场所、市场、标的、合约、数据对象、Schema、授权和字段映射证据；按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据；登记带来源证据的决策编号、决策时点、数据截止时间及三类时间合同；重新生成不可变批次；登记带来源、时间、版本、数据截止和可见性证据的手续费、价差、深度、冲击、资金费率、延迟和可成交量；重新发布批次,bb782f350db3f85ecf342d648a355f40f8e5ef6b45b1721a65493c74e25a1f90
