批次,标的,交易场所,市场,精确合约,方向,阶段,主研究尺度小时,结果观察窗口分钟,手续费状态,价差状态,深度状态,冲击状态,资金费率状态,行情可见性延迟状态,可成交量状态,执行延迟状态,成本与执行总门,手续费原因代码,手续费解除条件,价差原因代码,价差解除条件,深度原因代码,深度解除条件,冲击原因代码,冲击解除条件,资金费率原因代码,资金费率解除条件,行情可见性延迟原因代码,行情可见性延迟解除条件,可成交量原因代码,可成交量解除条件,执行延迟原因代码,执行延迟解除条件,总门原因代码,总门解除条件
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做多,退出,24,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做多,退出,48,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,入场,4,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,入场,8,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,入场,24,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,入场,48,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,退出,4,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,退出,8,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,退出,24,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
stage1-cost-execution-20260812T165000Z-7cd1992a98c0,ETHUSDT,Binance,USDⓈ-M永续合约,ETHUSDT,做空,退出,48,"15,60",无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,无法判定,PUBLIC_FEE_VERSION_UNPROVEN,提供同版本、非账户专属的公开手续费身份,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的买卖盘证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供覆盖正式输入历史现场的深度证据,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场、固定名义规模的冲击证据,BINANCE_FUNDING_EVIDENCE_UNAVAILABLE,取得该标的截止冻结时点的官方历史资金费率证据,THREE_TIME_EXECUTION_MAPPING_MISSING,绑定同历史现场的事件、到达与采集时间,HISTORICAL_ORDERBOOK_COVERAGE_INSUFFICIENT,提供同历史现场的可成交量证据,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,提供版本化模拟委托发送、确认/成交、排队和撤单时间,EXECUTION_LIFECYCLE_EVIDENCE_MISSING,同一历史现场的版本化模拟委托生命周期证据
