批次,成员编号,资产编号,标的,资产类型,质量状态,来源身份状态,主研究尺度,事后结果观察窗口,三类时间,质量规则,输入成员SHA-256,内容指纹,原因,解除条件
time-quality-20260804T101703+0800-3d3afc62d002,ZI-4436ad9b42c6f806385bd6b4,DS-000082,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",a3c34f7777e1788e6f6a999275acf640777e31dfb5589bc25492af521c3e994a,b0c7a08864afc7a3ac623e02a3eb90c07c491ea60909570fdd01e89abc001fe9,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-dc802620a1660401748ba4f1,DS-000083,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",2451e8638c8430d0a501abd81a4c6d6bf80512a1dab2010897c17132c0c7480e,563620e7b4758a3008768d8cc43d4235e28d3f58dc64f1407f13ec9ad1f81eb5,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-3f209003d99517aaa9d196de,DS-000084,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",445c3db6bd19d4f5548639c800454f126f0076372a493802613cf5800bcfd8e3,13865c49b4b9bf6f5995118108d4cc389b4327ab5a5cb293830f79b3f02a040f,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-1e587b9ca43b8ecb01a08a67,DS-000085,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",0c7eaabb88f378576b9d9ce30a667c481c9cbc99a6f7eb7d7d491544477e4ffe,e8af6622591e89730b2c04f3c1f14de53fc85b5515dfe796d6344bd87a4de8c2,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-bba6b24de803c01632b44a91,DS-000086,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",0eb4a4f4f4e4a1068ec372fdf0f11c08153f6b1bc3cd56a5c0c94960d1e62b09,d75a1224d45fc1759b15f8cb55d644640e38fca57b91d635dc270cc722c1e261,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-baea0c9ad86775e8eca92410,DS-000087,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",cb5a9125a33ceff9a40988e72821717f085ad2c21526cf39088cb344195f21c1,2942748e17f841c2cfc79c40530e9211eb7ac361cc25a69502fe80b1d8d67ef8,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-e900cf4aa30a969caaffd8a6,DS-000088,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",bdf4657f0758c3c4568e041dea286a8841995e2061be6660ddc80d52cb73fd57,a9ee9959bb8efbe95e3bc837c198f5ec3bdba1875d1182dc80dde9e6917c6a81,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-fdc48fd4c41a97f34f51f46e,DS-000089,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",c17e9de0d77f02429c2bf544f7e87a0be9fbf10f1ca0309af848cab64647df44,5e5211045e6f3a9ba0696e4c78352dd57649db764241da2cd396909062db3f09,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-cfde254fa2f17eff06fd22c0,DS-000090,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",7455cb004fd8f92bf11aba3294a88df82c2f66ca25872225ffb0d58a6c649e95,59d355ad1ebc7304d7dec23d3ec37e0a206b46a31aae0c1b3047897c235c66e7,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-e753f977d37bf709ca92ee4e,DS-000091,ETH,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",0c82b4ff49875c233adadf63c84b19abc1ddf2bd99291782e3aaaea7ddb51ca4,14e6ee0c45bc56a8626cf53b9ee65d6468cc485f405fb20e9690f149195313da,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
