来源身份批次,成员编号,资产编号,资产类型,标的,来源提供者,交易场所,市场类型,标的身份,精确合约,数据对象,Schema确切版本,授权边界,字段中文映射,状态,证据,限制,解除条件,输入成员SHA-256,远端元数据SHA-256,身份记录SHA-256,字段级证据SHA-256,授权快照SHA-256,字段证据状态
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-9db5ea58aed603182d0b7ac5,DS-000090,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,7455cb004fd8f92bf11aba3294a88df82c2f66ca25872225ffb0d58a6c649e95,b28e58392fd16f646c815a58cb6b11fc8d5c2850efa90fbcb9c52d5bf37129e6,8906e5178d3de1a7ff36050e2b9a34963a15d2c5f66cf5834bd589b62dab547d,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-c1325d8ffbc6677ee8c86497,DS-000091,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,0c82b4ff49875c233adadf63c84b19abc1ddf2bd99291782e3aaaea7ddb51ca4,551533c298a6ded30ef5518148310f288cee37ad4bfad06d1c68c7f0a8f40d39,5f279b98d515a98b9d3e2220ce0ed879d4f241c3fa9edbe89663880863374d90,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-809e979581c6c01829dbc939,DS-000092,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,310f779c52d0802aa60fb5bcd2f1f07defbd477d6b7f609c42dd252100540981,79b7b9d80cedc778e036637a34929083739aeec12a8118e5216870e498fb450f,60cdb2ae437108d96132ea1cc3044538dd11c705fa8c98188f6145267d38e148,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-8a55ecf7d5c701f9bfe01347,DS-000093,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,a283d773fa26d2d545695ee035f7474a83e0e8dd4bd32d0f6c12c203d554e5c0,69ed92142bb286714c6c72b0b0121e5e33f9d3f6442d93d9154e72fecd78f7d0,cf4821cfd3d00c1c4b25187186fed0b8b2a75058e4b749b74f3a50e214b9f3cb,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-c4e34cac634b85bce06fba88,DS-000094,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,5723e42924486a24e269f2e46f3642ec86fbf87cd739ce95b2730238c768c4a8,6224c51f1c823f161837838caaad036d05bcbf811e74c8d42e25579426e84628,1dd8e3ae38f97df8b90fdb9725c5ca7fb98a817b0ab3a015ca2166e260842f65,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-d9e2d56ec838f36a9286bb3a,DS-000095,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,e5df3b09a4f4f2fbc001e29f4f2ed9625f6b62ea788160f56763679ae5a7fd21,b5eeaf20a43d6b057df6fef3b7d0ae1650684305318322d9995c9ba4f231ed78,e24946b96eb7de4a0a456a5b84eac5ef366b717318e314b7d8e2511b0a64ea09,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-3bfe74a5e3377c8f48575d33,DS-000096,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,ba6d3ff4ffef24004405e028478940e5ab58886fe03296e15653487d2a406dee,fa4fbfc78fa22a6018b3696481b44652fbb975ab8601b3e46c11b7ba77a99eef,ecd5238cc88dd21c3cb54cf89ad3ca231cbcc6060866f894638d39df3568bc32,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-5242fd5a16f73078c0178d46,DS-000097,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,8228c63ea9d98b795581957c34ac1ce53475f0d389e891c8c45f6a90e39e5f52,221a879dd66cda48ce4c86281d8ce054b31a50da14eb9c663214abd157976c65,0d0bd6d37dc1dc905c3bcdb17c24c6e7cfa7e3d97a057785da41525a6ef13b57,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-5b71193a5de7dc8af188547b,DS-000098,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,b36b9fceb03833c0e0d70c168c701624f3141e4ed9eff163a784fd829f7e31d7,68a71caa3607d95d00ca99095961cc8ff6cbc57fe06c654533d7171b232b271e,71c2a3e64daf233e4cbe3548d2837746ddf4f04a0d0723583fe3ee90ea8e746b,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-8f9ae27bb3a3a27be851a19e,DS-000099,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,406902f70179ec4296dab8c11df609ebd2db5dba4451dedd8e129a2be9025ef0,2db718362d7c8d9fad308040714d944633f02af768db676c12c1d797875d79df,f42e9a4cb9c1db7cfe702a0011c7f3ecabf0518485209c311ddc4e3d10a14223,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-7e5cb2ff02459507aea17fad,DS-000100,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,fe048a02588b3cc749889b703140b2600f164dd21a8297092b0703089ac5e81e,f2fefe955ddeb2a95173277492cc1ecd136cb5ff5ae61f7ea09310e6180c3801,69614eb9296b73cd1d8ebce64e3a3a3f586f3d4551c70e5b8ad29ee42d123450,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-ca9e45ea48cbd23828cbf7c1,DS-000101,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,ea8e64d81a49f583be20253df94bb10447a84f34924a81ea484985df8de14bc5,b2f24335a54368d7f18e325e33b3d31303b48887e9b936a2d37b906458d429f2,1afd52c6b9e1d0112f211905b874f2e6d5d22ed170393fd27ace7ed941c2bb23,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-83194da27e2588c646f0c067,DS-000102,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,abfb99f6151387ef4ff78a22a9fd233763a7a49d18bf50e5df9ba77c6b3c3f00,62ea4be90b6faf8dcef548ece10034af7541faf80e2328a8d6db43b17350f0a1,71cca5a2294e8e514c14f28263945a2a0d0cb646600f010fe47ce6c62692ab31,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-79e649e4f49291fd4b439afc,DS-000103,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,eb07628cb6a921195379d64475122a7143d0631cf42e25bfa01dcd7daaceb638,1db53b61d32c8c549f51a67b0ae8d1d57d0ce795dbc41a08682eda0d2aa7901a,8e0d01496eca1919ec59f72096c788339ae840700a10709266af81e536fddcc5,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-d4cca3ff9c910b0cb170853b,DS-000104,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,ef28cdf12ca8827b2378c7e1e803ead3e3cf993ed1c368426155024fdc6c8959,5958d99101d30ff11115a26a83dd21621991ea336a3b782e00e110fc22348ff2,94c0831a53621fa0158d5c7432997d246e1e391f8e6613cd7d94bdaa92bdeb87,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-d4c476126bfea2ff99705d12,DS-000105,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,6ebf6d7a8a93d298f90f71a5732fabad965efedd59ad24025ceef2bff1413bc0,e380377d40e5ec5c931d4b45978ab47c26ae8e1ab61818007fb34d2d930000ba,aee25788714346dee24f38c2641a2844204542d84634658924bf374f0add5429,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-9caa14db165dab9ae3f80a1b,DS-000106,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,7d452e0b77d3aca62618b2d4f776cb3ea7dd8bbc606f9df2cbaf4074a6486b29,6ceeab54f876facdd576efd11f634acf582c673630f79e97b1f25fd5ce7bb8fa,6008ca35182715afe41adb32a70232135261db3d0476cf08728c3672a1114c6c,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-9d8ef07dfb35083bea918b61,DS-000107,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,1c779a884c12e4f411a9bc59ae6b87246c2b0b62333aded6984e1b65fb366d58,4872f31d11e294cda7ea74c1a3350f0e509cdef6755a85bf2165ca9644841ac2,ac5a87fe0344391394bf014aa20ed1ad10658254cc962ce2a5e112f880d67c25,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-60e1d87f679840a6bcbfd6c7,DS-000108,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,d97b0d962760ad3eb6a51747d90bfdd9e3b6bf31767c9aba88aff9714b5456bc,573719416fe84a1b01d298333b96c93edbccb8a8a7821f797c3cd399f08c6285,b28e396f9cfe60ebc4f413880aeb8d0914636ecc88478832da316fb45e07512c,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-23a62a21a44ede3557e3b62c,DS-000109,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,33906bd2fcfd7bb1f16e12c0fbcf5a32d3eb963960a0412d88b1a5531531d280,9cbfa00c5a5b24e2eff5fc46e1937569fd7d65ddf23ce88aa82d2b6904e29cd0,2f3becdcd715250460863240e78841b971c4f00548206ac0892e85d3a398c3bb,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-4a5363d41dd3d54d7864611d,DS-000110,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,0d59d080eb816bb6a7d5088cc871bec5cdc058074ced8ee38b7ac5e06efec7ea,37bd0442a6b034cce7e3cbedcfe9e11769f91c60864d783ee7d33fb70d69e111,c17b3de97715c0eb71da103c2f553a985d1b5b43ba6ddf10b92b1fe7ab82f8ba,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-a56a5bf3335401e617db60ab,DS-000111,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,ecd8dfcecf158d395dac3a1c91df7786242adf9d0122c34ec458be58d766663f,e74f9e72cf7defd6cba05a434e4885b86e8f9c558cfb7c83d18928f775535b59,9a9f091bae2f0248e8bfdd657b17559e98c29a6fef449fe09767dc8c91fb2e2a,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-285a4482ac5802699bf8a1ea,DS-000112,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,290fec9c99843ff43e2fa44b0685ae754abd94ccb79d11168effc2e257574e21,cb93824f4ddb117a067e61faa18d9e5d082480cbf406a978bddea9995c8b6644,0e9b73fa8c4412ca2854ea3d0784442167887ad5bbcd0a436ecf15acff0eb2d9,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-c368ec0a8284d3c172eda1a2,DS-000113,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,74f98b20f89a154b201438a140d3bf675ce8d06104663b525a9e689aa2eb0630,066da0764504386ba36ca6937b1ac8edc2433b9de91f129e1af919baf697722a,4164c9f4758a5bca79bb548fe5a087ee9e0287b2ba43d06da1df35cffa845b50,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-f8745dbb71ac15767ca8d9c1,DS-000114,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,3e3fec896b931f582dddfe469e0dbe6e470535c77e3f7299e94f387b505d440c,c823ec846a206e4958d7c386cd9a68a6ce3e2103c2cd96a27d9cd26c3ae7995c,083b99fee7b36742cf5dfb69f306a8a8c6ae3dedf80af9b0333140e5f46b86a1,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-31961eda688bb5aee6575300,DS-000115,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,afe961774296dd8e04a4684cc5642629f080a957493c1cf954cf485a7e5763ed,a9c9d0fb3ef305cc5a4b8e89472b34fca38efc75740e0b3b8c40bf1e484e0b64,4a0e3cd4445659a60a597d29f7b116d2ed1d20dba814f886872b589c5f8b3367,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-b38d3520cb51796d72c37eb0,DS-000116,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,95fa942c0d61a4c0c67ab8892ee22b19e0375cf22f45b301d85fc2f861b76c4d,933d8c72c8e1c760d8895e629f6953735bd5d8551bd3b90f193b6fb70f336c07,5f627ee84a4e003604b23cdae9ac3bffdd2606ab11ab1b5e34f5b62e5918200d,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-5ea466fcde39bb4c70c5a187,DS-000117,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,2618c38b7b3a4ced21d2f84d5249058929b44abacaed04c3d7145c62a9f2bed0,ab549e81f92782716f06ca9db8d8b3518f1aef298ee1057577900f94ddc5dbd4,1adf31726e29a1e271dac70d444f45ca658dc622d26c0e844c4645f90d251a5c,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-2840b60ae29f6da1116b00b7,DS-000118,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,2629abb375ff39ff81b4461aa7d5fc4b83971f1ffc8a8bab00958e8be26497cd,6bfcb365bca86add80de661d9589ba5a5f3092f72abf5de68312de236616ac56,0f67f9618128d32f121287560f39a3b5154fa0ef6445ed081133616657101abc,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-d598b1a2b5c702f7087d23b1,DS-000119,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,f69bb9fd69717fc62e973fd0f57005c2efdfa818a0c96a38198a12dc11340bf3,b7be915dbf1b4560bf4facc027a1769c2db2cae6e25bc768efce9c98fb60794a,ab6c2e11c09dee872cbdb087fdf456b8c2c9845cf0683c8f7dd6cd7548fb437c,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-3070d81b75f66c2b727c4439,DS-000120,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,6609c14cb9bb0288b24cb453d942c7508aab48529570a4aaf23dd54ab7dcf43a,863c3cd9eb0628145b880f2d5d0035f93a647a37c79c101a0a4b05018223a2f3,df72b7d09cab1f352afa2754c194af6e2defabb6ae5f72d064139ea8250dfb58,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-8413f0e6afa6b3430372a713,DS-000121,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,6f11f05c8807a0f784213dce4eb03969122dc0a62e00b3d53e6bc473e342e278,b2210e94ec02fc57c3d1fefbb65694709f020c35bc59ad6aef84b5f79619f9bc,c53bf50d2a711127b6583cdaa625e4dc405bc57d6cfc1ddc9a7cf02ae8ead571,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-ee6f15f9e39a4d9fcfce0cf5,DS-000122,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,拒绝,冻结文件元数据漂移,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,dc6c4dd4e242874a6da8334f67590790f72bb66e1b5ab6d94aeec5b53ed494be,330aa816034ac16e8ef87692ce9d9492d9e981ba09d0cfca738b2d9ddc53368e,2e1952da8ba12e1a533d3ab0c65d69e0e990ef6c7896a9cdb311ae39b1f98370,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-0437f9b494a20cb05341af1e,DS-000123,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,b544e385d3e89d4bc872b681fb7b43c8c29c35cf1a2255fb1eb792ab42e092e7,a2b054297205e36318ad22e4001f942d78a8b3984be262b9bdf50a3b60e4702e,2f27a00ffa82195592a46b541ed4a5ad5d767587936d1fb97d244ae33ee37f57,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-ee00f9dd25503d2600ed08e3,DS-000124,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,d7ef1e10d9720d76b7d47a520b7439f7ef8aa78a7560836f22971cf752ef3294,f500d8be707768464058a8c7a3eb117950a8b4f990f41ae4e4ca01aff296f48c,c6c351a0662def9313d2e65e357541c3c88b3f4a5a43d9f4b54409dc11d9e4ac,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-e98fd2a2d5d0df09bc9937cb,DS-000125,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,933516055a642714098755bbe9c599785c999703fbef73dc81e13069d74aa18f,b38c18461a1d9ef867310973e381bcf14aa41ee863a441713a8739b007df7ed7,63b43415444edcb9ed61fd343716f40785694ae471a11902a626bcc3cf5408ca,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-57350b8f0db900711ed2488f,DS-000126,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,9499e61c0227984474b6b7c023dc310fcae06907a46958e429501d3e6b006798,92a9a2523175cbb1eb78f50bf415670e7fdec7215032855d78976cc84afbb367,ee27ee9ac92124e5f90c5888541ffb1e36aaca69b440da597e8608abba14a2ba,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-50d94b0de1efc730b9122af3,DS-000127,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,7498b9a041f4b609fbd9b5447119d9522ae1aaf59ff427378718c2833bf39af8,91fc692bff688f57b3aba95f945e2961212aadcbebef09734aa6dd41209b1a00,9fa3fcc0730714582859b0d882d61e7de5ba19473adeb89947af0eafb5aa2191,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-66345af7f29b369463667940,DS-000128,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,8784b44479961e1fc5e62e73d76c8f43f5274c03f210a3417d777a7b86f3c045,39e2f6eb6f558f8e9aa3626c2c393af0c1f578c9ba59603213de1f363aa3a5a6,8f8c846f3046ac8afbd94ffe2278b2692488d28eba45794daa6a351b723a6fb2,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-f0b6b298cfe3ce3a7d56b8eb,DS-000129,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,6ec29ab16a61a9874de644237ea1f88b4281182c44ec3b7aabeceff905c3c1fe,139c43fb9ddff0c976b42f592815299731e50b6a6ec9661edda732c5b6cdbb7b,edaed4c1719f88bec76ae9936f2b3b8774ba605240cf73e6007dafc4eff117aa,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-5a7245a9c0cc69252b3df5d1,DS-000130,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,31a5fa38e253ae35bbd283a09e22b12ae2d20072cacd4fec29ddc407fc7c2c5a,a1f91ec2e42044cdaaa7ec91483b9e815a68044155b673334557aaf2b9f78db8,f1a6864131f144cffa2cf2c18d3d5ae4a378ddacfcdb22481654ff76a5da0c21,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-25447cea628f3920f050dbd5,DS-000131,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,596462ea846e3b15707b59be416da11412b9e52c6d94c741ad5be0a70d1dfffe,90ad1104e6ddd41bd5283caaeb526d477443ef178aa87b979bceaf353f3ae598,9e23c4fb2acc16c764a1fd9c8b1952ed837719ccb02142129ff1babfd80232fe,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-17f2298039c37a648fbd5908,DS-000132,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,b92d68f0c6a28fd076fc8affb08361f7b721d840be639dd0fdcd9e4063f945e2,5d1b8b7dc63060f1566f086434ec58fca0e832dfa93ca8af792bc56cfaee1766,92928f453355ca634a0fb6dd11c6dc4e53070e03da260ddcf0e06c51faf97920,未知,未知,未取得
source-identity-field-evidence-20260807T182456+0800-44d9871dc3b2,ZI-e5f5afbaaf19d3151683dc0c,DS-000133,候选数据文件,BTC,未知,未知,未知,未知,未知,未知,未知,未知,未知,无法判定,白名单普通文件stat与冻结输入一致,未读取文件正文；字段语义和授权边界未证明,提供当前版本字段级身份、Schema和授权边界证据后新建不可变批次,d49b3cdefe936c41685bf10613de132b9f5d9198120e45aae55859f797788158,9973edc00f5937e216dda44a067d045910a4edf225c29a7b19c62b681935039b,7575ee9cef24b2211eef41e5bf7d861e609d53df2ca93a057b4b9cd80b4e4b03,未知,未知,未取得
