来源身份批次,成员编号,资产编号,资产类型,标的,输入成员SHA-256,数据库Schema,数据库表,状态,元数据状态,结构证据,限制,解除条件,元数据SHA-256,SchemaSHA-256,授权边界快照SHA-256,成员记录SHA-256
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-28bd91890e197979dbe3d557,DS-000259,数据库元数据,BTC,1cd773853ef33cb8f6d7c1280729bf82e0b795d62cb20a76d636135bcdf110fc,crypto_radar,project_assets,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,cd161dbc16291f3990e28e377c5fda92109edf679d5e8b17f7998c3e3e1dfd51,6c28c9523f1844325769b5a7e7979be9d10a1ad46117a9ab24335f863a371ac8,d8d415bbb512f10bb9129856e8abdc8b26667f3baf74d645664fe4980e05697f,d54b2c355e3284f7ed787dff1aeebb10084d256aba7457192c489bc6d437e8d2
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-8adfeb2ba520a08a1239da21,DS-000260,数据库元数据,BTC,401f3e557d030bd2429821a0c387907103f5a6996eed7ad975e0b5013f0313e6,crypto_radar,project_candidates,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,5a07ca6672f42d2630f5a158739bfda4c05f9851f487b67ae7ea3a7eed40e6b2,6846922defc20e472153a2742f4d4b078b7ad16dfa0e6e45b2dcc2721b9cc22c,5f89313c2f9949f80b1fcf2648281bd30a6fadb11d2319304e11261e4a8d4325,ee8bf9b409cf2c0e1acd9753eec2d70e1003b345f1c99fe347d63c99555571da
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-4d56ade81bc7c6b89f3f4919,DS-000261,数据库元数据,BTC,a9f85bb1dc0b933fe331584b1457e01f02ef7ff90e431451c038e26336977746,crypto_radar,project_change_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,1e43fc65ddc5d5d576830708ff0451183cf1fb1d9bac613c0586c85377c0c55f,448ffb6902ad50c20ae39c8f9286efdd8a5554613d94a9b5680604d6a94ca94e,3cb390bc7b83bd06b959e38016bf3dff4f4ec9e884edd13916981c341b1bf211,50ed2806f92aed418288768c1cae0f3200dbba93de8fddd29ff715b5b3d099fb
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-2575b474caa6b55a94f14d0a,DS-000262,数据库元数据,BTC,b8a6749e0560113c220e491aa3837fbbc46a199eea8b154ba402234b3fe136c3,crypto_radar,project_fact_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,e0c16c39203bc41af85307f57c47e8587a34169d847fac3f01445cd4b794f725,642373864b2a2cdaa7bb3d025309767bfdc642a69a645d52ccf003a72fe7bf03,79cd6414b257832a64bda0410a350d69f9b8b4661d7f51d2a40aec743652b8fa,21eb0a1905500e2c11d2e18f55aff89f247880c9501010f43f00503665b7c98d
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-3a9cc5175040973510b7a981,DS-000263,数据库元数据,BTC,88da7335bdb9dec72ed997ca4fa5e1dfa14b14965380d3de3b4d82bafa7ba8e6,crypto_radar,project_funding_rounds,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,9b365ed10abab1d3f44a037061e22da844cf0d30de14775d4b6787a3d6d578fa,791661c5a6eeaaa75d2a45b6223c8f2dc47d244c3bcd9e7f7f0a850e4d8920e2,d08751c18f51d270d98bd47d30a20bab54b22c5f7b5f69c5a7723ffdae580d1d,68f6d56a31269e32feafce0da9395b8f45827ec76937f84dd80188a69afd5249
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-7a7a75b0b1cbfcb9417167f5,DS-000264,数据库元数据,BTC,474ef8452df7b494b2e90829b34983df559699b8d2cf94b36731bfcedb517544,crypto_radar,project_social_links,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,7bbd56b1bc41e01c4b425c54261c930d701d5f93c14664e77f895b1da4d849ba,4d8f20047e42432047e75a831e13d60caee6abf201f37f8c73b27469d1ffb70a,8d023a97feff923ebe9ff70db6f3c117d04fec6055f9a24253d710d7655f3726,39e7549cebf9e80496c3442eaee78080a7d2f6d0d983058ec68364eb631ffa67
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-03657fc4a6aca5c9bb15a181,DS-000265,数据库元数据,BTC,5e24f63ab8f417987a50c39d32718c38ba94e1de57ac2745a718cc5ec794238a,crypto_radar,project_sources,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,06faa1d91ca0af682e7b3d17e78fa765882a14b8bb96fb32e6b5bb67211e87cd,539502c52374ed4a54950c48863d73cf234fc99f7b32d1fb0a856fe7f0617075,e12244fc12c4d3821c46f3cc5e01526cd168d51b7cee97b2bb39489e298f5edf,a9247deed61a70af034be627921ab2483d0d61d4814727f70d21423a18be560f
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-19c4ddf189f5c49d48d5eb86,DS-000266,数据库元数据,BTC,9ec4dbfaf5336e4c4d9f5ce4ad4098db90b8baac6f44296a4b7aa43839353d19,crypto_radar,project_team_members,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,8d135ea645999ce674f1070c50e4157e27673275730dd925848e4f3e4aaba286,ad479926d1e6ac7f9fa6f843843306169a5f56e1d3d7376948da22f9dd8121aa,bf037b7e59042a0de59d27626854ae39f374ac7b9be65415c8c6b6817df06b78,071b010004f1dbdadd65db0a49c99a1188c461fc816894e586984f09c7d4eed2
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-c1a07615c0e7fb104e27c6f8,DS-000267,数据库元数据,BTC,e7f6d4ff14fbb9aee41d9c66f271b8ce269ce023dbdbbce5c6f48152b31da3ef,crypto_radar,projects,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,3749f03bfdc02445bfb694f786d85d629491ee1a87bb4fd669ed7397390579fa,794c8d621407ddc1dc3284fa7b5937c6539bc4318cd31ae0074e4bbe38d072f3,94821a711cde2eeae9c41b3ffb54984d9804afebcef6a9bde64a931cbfdec4c6,c6d7859f45c8ed75dd3d640a039f0f6e64cb99472df3bb85e449c639cb8a3a0e
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-efac29c1e378c8a730565981,DS-000268,数据库元数据,BTC,4803e9627f705d300d20509eaf83377393d2e5744750aedc6e586f6548fca8cf,crypto_radar,risk_assessments,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,f339fcfc2da6e81254cc98e00ae956ff98e2dc41a2bcc6b2e9b94f39b0856a1d,22b0a5605a68c8f3c25c1cdcbc344f1174fddca8b281eba5c6d0103697665b89,b47ddfbe6bd85590420fd5739d37ee16d928b52faf2d5d1f625acd4222c8c81c,15875d9e57f1989b8758c23c45a55635ce9f6e4b8d66b93ecac70cf4fa6a1e45
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-4fb67a12a52433fb048d937b,DS-000269,数据库元数据,BTC,306e9d1ebd248b8aaea8e6db506482b6fb9679820c694bb23bc5d54912fe5e05,crypto_radar,roi_records,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,5beb62c3bb46d0f3b650f308502e83ce4c68d265c5c9f355258db306c1a6b954,8638d617ea25e9df9ae7acdddeeb13d083be92e9a6a7c9c4b39118b68b6e7101,b4824519d75eafec67329d5a0c3e271b55fe64d71cf2c27862d7d32506949426,68f9c8b36344d0bc087bc03d526db632b07d83110c27274fb219ce1c2c0a3073
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-2f51fb90c462b515962a8a75,DS-000270,数据库元数据,BTC,95f8505a488937ebddda6f0e9846dfdf89d1295922aaa46fa86f783e28904115,crypto_radar,scan_observations,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,ee0e002d2a568d54650f374725650a4dec104fbaa7842ebf5501cde692047e2f,955d6c4216546148136a515ab452cfb7228434749968c58a5ffe3210d7f787c6,53f4c5636fc32017dde660fd79178939872b1dd23d47fb359db06d7d74edda49,0d224b57ccba919419bd94aa794ff2e09127f75dc639afb71f58b23cf0d9d24d
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-3edb6b3e4170969b74673238,DS-000271,数据库元数据,BTC,f604d30fca95af10cef6f2d1d42f0a77ca097a72e2a4892d7695ea06b814087e,crypto_radar,scan_runs,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,8db2dcc754972b885adfb751dde4dc016def151b4358dc4ed987cb659656ef9d,d05628c3012f38a7cef1458237a0c4d93856fc6450b8ec0d12efa65a1a662952,853d61abe00e7a251b3793c96b06d97f6d73e906d0e270819d635f4590b05e6f,948338634a11d639695a6529a4b8e1ee76b3519587849c8b2707fdfec5ecb76e
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-9a7966ad0c01a9ec001f8d58,DS-000272,数据库元数据,BTC,7790a7096a82194b8ce40632577b34f15029864f0d73ca67f2309a4a5771c546,crypto_radar,score_components,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,df7a5056feaf95bf4a5a08fd0f31b613515790a2fc749e48d567d8524f982ebc,073f0e3edb42afaeaafb62769d5e66a4b35f9fe234977bdf1fbc8d7754af6153,aaafb262ee0d052c9403ce62dd6d905ddccf403c7e8ad25dc12616af22c65755,ffabf8fbd164238424b4c6cefd2b92877d9bac311930645172b5628d8a5f0478
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-eb2c5c93c282316b61a4ff30,DS-000273,数据库元数据,BTC,a644234938a03b68cc0be912f99fd12eecc36270251217d470225f7047a900e1,crypto_radar,scores,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,83d364eedeb1f03a51e8d649739344e19d08e6a4b145b6346321e744dc14f77d,005d4985e2b7d647a14952c0911065e14545bc69ed5a19f70a0ff446e7787d03,aebdd998ab487bc5c587d75f65ba9ef1523346671f613459ec0fde9ba3e9b2b8,6c3b885881569b961bfc8aff3769652f00af9fe87c175887b38eaefc52151eb7
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-c005be10dde98908c70e6d5b,DS-000274,数据库元数据,BTC,56318299b0d280227cabfa2f1672b2c87315c5e40fbfae0740be47ade1d1af81,crypto_radar,sources,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,676a465d94807f7e52a83478ae1f3783a85c3724d26987145733a222694d86d0,a30a56dadce5d505bf6a9074c13d6d7d6cb9eb835e3f1e7437c1716b36d6b1c1,fbf60db81894174f217b96ec2069af30f98510763bcb4747aa65ba2bb91569c6,8cfeec1a1e4f007f1fadadbe40a5d2ea82161841be36a8a9e7197542336a9134
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-e764442e3e2fb3921a8a3d6c,DS-000275,数据库元数据,BTC,73610ec234845390268c10b094aaa11475cbf536d943f9b58d68fb3b943ab020,event_prob_lab,forward_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,5ee291a41810c3ca0d610a9b8a6b43851be83438c7a7fe71ff16d114c56c055c,72f1a42175fc38822e56b96f549ca690c0c63d515c63d636f6dbadfbe97de11b,5f36ffc176e2a6d9e312c0e4589eb2712e1ed212a3167846fbdddc430998221d,4be034ffe298e150ff554c94efeaac9f93084cd9b52ae3d6cccbc959a4669761
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-5fede2bc330f560e5f877502,DS-000276,数据库元数据,BTC,63d1274ea3fb1103b26995399caac6aa6b1ff7dc21c80113d3c7a5ee47a9c26b,event_prob_lab,ledger_meta,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,75f15b30b27761b643b579daad23d710fa9a0fb030e48ad379694c2e02f3515b,c16ac1d5debc38a31f5e0bcfd4a3a830cc7d13546d135a8347685cd405f4adbb,39a62ec4984a6b35a3cff740f5f6df7624999b9f62e790af516929d5b631b462,d80db42999f835e42080adfe6b4cd6c8228a86149f8e00dd9425842b335bfc8e
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-502d6291fb7602ba575b4506,DS-000277,数据库元数据,BTC,e503bb6f17a82b37b897771791caaa1e29e80668c0428f0681b923834b9065f5,event_prob_lab,simulation_orders,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,684d3c8c7e88db2ef02eef98217564392e077da12ab208ef3d6170a41089f308,1fa02d8b1cae62fb5fd182c32e5b429d24cf4d80656ac36774daf4870a1d530a,39c7bffe8cec32f599119ef5b7e6fb0f824d081d69e84771ce13d0a9ab850fc4,390d9171c38771664bd5e782a47c40763148e14b333dd416e3f8055273dfeefa
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-32008303cccdd6eb958789ce,DS-000278,数据库元数据,BTC,fa4552653682a5a645abc7d003707a2b955e9f15d42bfe64289d2fb28e2a191b,orderbook,historical_backfill_files,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,aedec6d5be90e57454eb91f72bc211b288e58d512687d2338454b4f795fc41ea,d5ec6af04ca0917515a0516e13fd9a9705f0fd63bf09480b83fb7498f7326a1c,155251907b1e48504dbdb6f8842dabb603680182558e5bfc172dbacd5351b1b8,67c2ee07fb9ae52d244174963ef1aabdc9033bc83390f09e13d2a2025c7a98b0
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-d901d9e5d0e680855139a4e7,DS-000279,数据库元数据,BTC,2d111721e4691350f2689d5218c339e609ff789ab1ffd957cf1e86f6c2e28de6,orderbook,order_book_decision_context_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,d3fdb81b09efa1042baada8713b450f624e070754f110e47ca4b8b44c9cad57d,69a8ad12988f7f32413d022e096ed79bf8249ad674d73bd98ce0f10f1a42e977,4ae4e464f19af05b58c0ba3418429d4128b94065de1a9c06146562a389dc9545,2c525c463687971d9478609bd652958ba198aaeee98f327eb33d2cc9443aa440
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-9310dae99e845f2c611ff84d,DS-000280,数据库元数据,BTC,cac55077234265c74dafb73c9f43c185891c7807117d29f5189237391804df69,orderbook,order_book_feature_buckets,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,d947876345c24b9ea6a51dfcf7458f49701c563166ecde015b3d07db825636d8,e4208c344a734ec55a487f38e36980f178c9e9077798488b5b05e3b5f0125306,dae1d5806b7a925722b034b92cf63e824fb4d772fd6a7749deed73afd7a4c26b,21217c8150dc7f13e99e468d0b2e73036fb6764a6eea4a21cc91e0d32a62b608
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-25c83899a04421177c29eae2,DS-000281,数据库元数据,BTC,741c6415aff8d57d93fa7fc8db0f4bb0ff4bbf74847310eda08d9494ab0c9d11,orderbook,order_book_health_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,23cdf64838d81e69c53554496c1b395227d0aac53ecd8608e17d1ded80466c41,c3d18b9238100a5d5adddd2b8bbba69c631166e9dbcb55b2e4d019ae2503f9be,ba31b1fb6adab222a909d7e0cb4556434744b110fc02ae72ea2fa101b9bfedc7,b7a4fd46fb6cb6cfc8bf4fb21f8d20109ae4b350e4ebd8bfc4a2ecc6cc7c8c37
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-5863cb2f07c35ad0b6171bf6,DS-000282,数据库元数据,BTC,cc517e52dad87d6b0eb540fd207279b11705531034a2728e4ef4b5a54557fd22,orderbook,order_book_liquidation_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,751c5bbe5a5d5639a75407d125fa7a5a8964c3902f17500770cd0e72f3c739d4,dce0cf6deb7386f97b15e2ae253c91bd8421e71110a8f4a919c92bdf7c1c7eaa,4758448e44539509826f456aaa5876b30894980be0b7e2cd0c32a4a6d26eb890,27c17d0fca734534d1f4e781087592ded80c3d85bade639d3f40614777e3d480
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-115332fe0b53164582e6b5c9,DS-000283,数据库元数据,BTC,7588ce35230cdca962b93d28bc9de83f177f830d6bb53403b474a03a29596210,orderbook,order_book_liquidation_heatmap_buckets,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,d167fdd1daf779d8b64dc6c7af53ea786cfec96a7bcacce13e198c694d6f9238,d7b93e937649932b782a946ae9489458833ef04e7a08f2838e17cdfd9fb23fe1,3de01d5bca31da08b94b8c84fa837185bed1ced613bfc5ce18ea1a0d985923d3,eca92cc2c21d116dcc6ebaf95c6a67ebc8f4d9ba4ac507a5d591bdce3aa0302e
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-e9e8a22d61190954369afd29,DS-000284,数据库元数据,BTC,0809927212405ebae149f168b347d25ea15f080cd46ffe4f4dcf4e78c2021a92,orderbook,order_book_market_structure_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,1e70ddb5d7a0d40185158997d52d95e889a9665561b9e639daa04f9a68d719f6,16acdf61636118369336de333bdd0546a85d4f26b5ea70faf221b04eecc7e484,2eaadbd6ab4f0e38d2009f13c50b348e9805ce07f6b87667f445bdfd40d81bc4,d002cb3a5d3b872a492bcddc0fd40b8d68a84b1350d04ac9a000cfd2cc7b8525
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-f4460123dbdc8005765d844b,DS-000285,数据库元数据,BTC,59f4b36536bca90c9ccbe3ed41c85a0edc295a6957a22310fb2e2dbacb47bd59,orderbook,order_book_micro_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,aa943291931650fccedb3aac52da1fe030c3031a4957be50ec08c924fa2b9440,c34cb29055b1efea3f32aa4f1083e5e27329526ca1d52509a044f66218a9f014,35da26b29eb9864a442b85d4475c5a05a000ceead1157c349797cf5663d814a5,b25b100583ff82185bd9d35a4cbefd704a318a13fd0154d1742312b8787ba5cc
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-9abd2b7851beeadcb2c4eec1,DS-000286,数据库元数据,BTC,845babdf7e1c3899916b9ca2f8a07abca6ea658ee7c99bc5a8581722420e6866,orderbook,order_book_open_interest,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,232a4e334b27b60469a882c6c4a98354112f731cd9f17b682a4a1b9220617b84,aaf4b26116e7fda8ae06cf22b40fb9074016906c1ee09d25da432b64cf15c1ac,1a4a04004bde0c66ea4a0416a0edb89119fa1cb655c5f96ab949f0a180630f04,e795fed00fc7572b90b633cb7bcea884a71dc4827e71a2561b4ffb0b5132a035
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-ff3fcd7da6180c64854b80a6,DS-000287,数据库元数据,BTC,098c9d16ac6b41d35e97a530549ca546b60c896225a4fb6c961fd5040621acdd,orderbook,order_book_public_context_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,c3bf7861f0d8cee299b9a12ee371b7eeec0c7b7964b29a2c9dd22aca6679a1df,01755a92874e7f28c6b46af034eee5db22f81196814576698b562f2c45cacc45,a94d1025941116c22260b180e3ecfd209fd964ee801b0874ea322deae5cacb7b,6ced3de6af6f99156fec9b3a82ba1f9a1afd5fa441b803719726054111387d0b
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-712b0653c83774f12ef222e8,DS-000288,数据库元数据,BTC,0ce0fdb691110e99627216dcd51afe9a507bfdb7bddb9a15e93a834ce1b6bbba,orderbook,order_book_raw_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,95755676fa01ee2e44a5063579096945a3000a3606e180eaa164983907cf4591,5a168bdabc51564a7be153e8241c09e9d615d93da2b05603c32367e91df2cd1c,b1c0224a2936c2280767351a80de5968d6e1400217821924dec44c775c02c590,70e8b8811817ad97706f10ab033c78b220eff599453517374581c5822aa7db6a
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-a9f770566ce153816b6eae2d,DS-000289,数据库元数据,BTC,facb3f58201be1d0111803a0969dfc2571e3fb220f2550a6773c2c5ec9e6704b,orderbook,order_book_risk_states,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,806f1dd56b0902c182e59f4d3a5aed21a85317a435847ca34ebf40bb7d2986b2,e8cf30f5ddb69927110639f0c731c8c16cac4ffcaa04437111ca1eee74a41b7e,7821a612d82e1b4791d1f0f72a4ce26d363c23f7d9e7113a249009576ecdd311,75e5fa885e628449d38664ff9ac7d212ad40abdb5ef9afa16d6f1636912fb0a2
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-f8568713cc6d51a30e325957,DS-000290,数据库元数据,BTC,0161ed81721e89e4a3e6e49b017ca55645bd50ed66c63efb03184e7edd6322fa,orderbook,order_book_signal_delivery_acks,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,4d56a797ea0c06ddd90d68ca24a06dc2645ccc8ceeccf0da55ba39760bc2489f,a33566e22551690c4942870cd84367292f402f6c4c868968548e1be3fb57aa35,30dc94dd0320b417b7a4d3952fa56f7e4d9574f1f00550a109c4c8788c45781d,d260357043922f6561660df93e2b80e4c1d9a65ef5fc9a4966af4a13f7d80937
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-c58e3b4f411f7705310fe747,DS-000291,数据库元数据,BTC,741fe59e6e2697d5dd227a7490ee195cc6895ce04818fde2fb5fbe2034a2ce81,orderbook,order_book_signals,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,43095142ce8b2dc7d103cc4be8d071782baf7552e89eea08de3e3fd4c06ddd06,48bf8b7a8b00239cc7b7b246871307644b64dee0bc6f281216e97a840e05c0eb,ad7aa94e67dd2ea35b19854742b285fb03eab694c09d0355b74d4022fb536d2b,264248e2eb9d6436195340db6e0eb33be8e526abe5fbb8aa40afda52891bc623
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-9b5462a670f4c5122146997d,DS-000292,数据库元数据,BTC,d27b1f879c69916fdbbaa57607231145c16481c1e44a97e1b215aecb1cf8560a,orderbook,raw_input_log,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,ba801a6bc1dccf97eec9c78e24e345e70f660cbf779f2bcff659171cb02fd648,cd8f222f98a61cfa6e97d8c368a96e0f3d34fa0fb95e523aab8b16c943d31910,562c47ee93dba9836814b8cc26926975d297e6b484d07644bb046d57e7652460,dc82dcfd7a6e8b78cb66f194dbc75d4c11d012879fb2dffe2d8f6b7e3122073e
